"","name","type","count","clay","wall","grass","indoor","lights","proshop","latitude","longitude"
"1","Northwestern High","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38.9743509,-76.952112
"2","The Park at Canterbury","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.5909561,-81.285224
"3","Tippit Middle School","Public",8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30.615173,-97.7007937
"4","Lexington Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.8520963,-93.1421
"5","Rogers Junior School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.207841,-93.544174
"6","Melrose Park","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.5534934,-80.2005816
"7","Staples High School Athletic Complex","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.154117,-73.330671
"8","California Park","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,41.9501589,-87.697404
"9","Cherry Grove East","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39.7179324,-104.8220158
"10","Juneau Playfield","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.0352388,-87.99405
"11","Glenleigh","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8419403,-84.5557165
"12","Washington Square Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.5900257,-82.9785883
"13","Timber Trace","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8254799,-84.1795313
"14","Stonehenge Condominiums","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.4628452,-83.4361517
"15","Marblehead Veterans Middle School","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.4990055,-70.8613336
"16","Abington Grove Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.1234212,-71.0007548
"17","Chase Elementary School","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.3430184,-76.3923383
"18","University of Memphis","Public",16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.1138005,-89.9391782
"19","Montgomery Hills","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.3922866,-74.6454155
"20","Knoxwoods","Homeowners Community",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.8435389,-73.7307501
"21","Mountain View Terrace Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.7713214,-73.7757254
"22","Valley Brook Community","Homeowners Community",3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39.8424013,-84.3084919
"23","Watersedge","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.4435314,-97.5941491
"24","Hartford Park","Public",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,38.8266198,-90.0914311
"25","University of California - Berkeley Hellman Tennis Stadium","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37.8699667,-122.2650218
"26","Sequoia High School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.4834403,-122.2371697
"27","Central Park Condominiums","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36.8112775,-119.7664797
"28","H. Grady Spruce High School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.709345,-96.6518462
"29","Friendswood Lakes","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.491011,-95.2020264
"30","Clearbrook","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.4520645,-80.1019835
"31","Lexington Park at Westchase","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.0582338,-82.6248372
"32","Pine Spring Park","Public",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38.872759,-77.208537
"33","Westheimer Lakes","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.6892737,-95.8291483
"34","Rhodes Technology & Media Internal Charter School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.4157689,-98.5420632
"35","Canyon Lake High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.9423009,-98.2166576
"36","Lakes At Renaissance Park","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.4364178,-97.6861382
"37","Columbus Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.5445531,-72.806042
"38","Campbell Park","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,39.9788959,-104.81404
"39","Monroe Township High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.3258861,-74.435452
"40","Quibbletown Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.5735195,-74.449152
"41","Willow Park","Public",6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,42.1031081,-87.778736
"42","Neil Gylling Memorial Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9366318,-74.706323
"43","Kinsley Park & Playground","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9581064,-73.883925
"44","Avalon Run","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.2864253,-74.6801126
"45","Bay Colony Condominiums","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42.0502487,-87.8669679
"46","Sterling Glen Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37.3994486,-77.6962996
"47","The Durham","Homeowners Community",3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44.8715416,-93.3201778
"48","Village At Lake Park","Homeowners Community",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8889247,-84.4909358
"49","Winfield Commons","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.4708772,-81.9071209
"50","The Village Green","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42.9427583,-71.4763105
"51","Dulle Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.2536991,-84.3518364
"52","Copper Mill","Homeowners Community",1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,35.9176416,-78.9650381
"53","Butterfield Village","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.0968253,-89.8676813
"54","Apollo Park","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.1857422,-74.6713364
"55","Brielle Park","Public",3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40.1147902,-74.0614665
"56","Links at Rolling Meadows","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.752275,-86.1250019
"57","Gardner Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.8399423,-86.048566
"58","Ralph B. Clark Regional Park","Public",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8951766,-117.9802895
"59","Montanoso Recreation and Fitness Center","Public",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,33.5870958,-117.66366
"60","Riverside High School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.0328967,-74.953869
"61","Rancho San Antonio County Park","Public",4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37.3353438,-122.0912147
"62","Eagledale Park","Public",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.6098376,-122.5215483
"63","Miramonte High School","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37.8421225,-122.1452451
"64","Heron Point","Homeowners Community",1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,36.8131672,-119.852246
"65","Palmer Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.1861356,-79.869009
"66","Whispertree","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.8000252,-95.43632
"67","Lone Pine Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7692634,-80.1153839
"68","Pascack Brook County Park","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9876246,-74.010558
"69","Royale Bermuda","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.3101427,-81.4155042
"70","Bowie High School","Public",8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30.1888903,-97.8585184
"71","Woodcreek Village","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.0177998,-98.1156564
"72","Cedarbrook Middle School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.0812976,-75.158779
"73","Pequannock Township High School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9611042,-74.308079
"74","Brook Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.8002091,-87.910859
"75","Camden Deerfield","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.1053376,-84.2668641
"76","Cromwell Hills Condominium","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.6041316,-72.6849568
"77","Avonlea Crossing","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0415029,-84.0403461
"78","Lake Bluff Elementary School","Public",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.0971755,-87.891891
"79","Charleston Greene","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.0337018,-75.5271542
"80","Champion's Run","Homeowners Community",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.1113071,-84.1233122
"81","Thelma G. Spencer Park","Public",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.6296015,-83.1078118
"82","Harbor Pointe","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.9723707,-84.3702257
"83","Hidden Lake","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.5681907,-84.5178437
"84","Barry Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.4630747,-70.9747803
"85","Harford Community College","Public",8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39.5588618,-76.2852645
"86","Atfalati Park","Public",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45.3733277,-122.7455664
"87","The Forum Apartments & Health Club","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.138557,-84.5298171
"88","Crossroads Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.4898927,-87.555517
"89","Fairmoore Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.341761,-97.4951541
"90","Cheever Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.5307443,-87.421133
"91","Bluffs","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.8846095,-117.9738522
"92","Beach Cove Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37.5526582,-122.2585094
"93","Rock Island Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.2211072,-80.2202153
"94","Sunpointe Springs","Homeowners Community",1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,26.1770462,-80.2547622
"95","Granville","Homeowners Community",1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,26.219394,-80.2918625
"96","Berkner High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.9353789,-96.6925943
"97","The Harvest","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.085492,-80.2634096
"98","Cottonwood Park","Public",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,32.9491278,-96.7649925
"99","Cottonwood Homeowners Association","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.9721628,-86.9138718
"100","Hammond Park","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,33.9171794,-84.3622971
"101","Palm Trace Landings","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.0841141,-80.2281761
"102","Glenshire East","Homeowners Community",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,29.6511834,-95.5392766
"103","The Isles","Homeowners Community",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.8578728,-80.1009107
"104","Jade at Tampa Palms","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.1165377,-82.3816547
"105","Goldenrod Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.6105302,-81.2829816
"106","Riverside School","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39.947582,-86.06315
"107","A.J. Olson","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.3264431,-88.447612
"108","Oakwood Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.8353074,-73.429462
"109","Hapeville Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.6601567,-84.405148
"110","Mozley Park","Public",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,33.75454,-84.4392657
"111","Keyport High School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.4291864,-74.1965747
"112","Yardley Crossing","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.2394645,-74.8272479
"113","Central Middle School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.3750716,-83.4678233
"114","Berkshire At Sugarloaf","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34.0094119,-84.0914798
"115","Park Pointe North","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8713242,-84.2562425
"116","Lakeshore Park","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.598705,-85.0587916
"117","The Mews at Princeton Junction","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.3073736,-74.6450937
"118","Stonebridge Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.6590661,-75.6233382
"119","High View at Hunt Valley","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39.4986017,-76.6617286
"120","Camelot East","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.3335672,-84.5324028
"121","Gettysburg Square","Homeowners Community",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39.0824143,-84.4648755
"122","Lofts at the Mills","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.7681029,-72.5275218
"123","Joseph A. Edgar School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.9473376,-72.9340589
"124","Players Club Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.8570483,-78.7154961
"125","Auburndale Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.1494413,-85.771476
"126","Winnetonka High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.1793706,-94.5115614
"127","Diamond Ranch High School","Public",9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34.0231603,-117.7752829
"128","Grayhawk","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.6735239,-111.9084442
"129","Rancho Mirage Mobile Home Park","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.3817789,-111.517303
"130","Autumn Oaks","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.4258543,-82.5837994
"131","Jonathan Hartman Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.691378,-122.105881
"132","Lea Hill Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.3168757,-122.1768415
"133","Fort Yargo State Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.9800578,-83.7346709
"134","Laguna Creek High School","Public",8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38.4303201,-121.4298356
"135","Boca Village","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.3621786,-80.108496
"136","Horace Mann Elementary School","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.4679975,-71.0574567
"137","Briarcreek","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.9417803,-95.4667926
"138","Marina Landing Resort Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.2736157,-94.8466766
"139","Normandy Park","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.0495325,-82.3945481
"140","Greens of Town N Country","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.0175332,-82.5645411
"141","Samuel W. Wolfson High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.2501333,-81.6173029
"142","J. Sargeant Reynolds Community College","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37.6304961,-77.476927
"143","Bohemia Manor High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.5094295,-75.831627
"144","Mound-Westonka Secondary School","Public",9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.9560371,-93.673381
"145","Lackman Playground","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.1001017,-75.03337
"146","Barry Street Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.2163813,-77.931454
"147","Turner Tennis Complex","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.4510292,-79.8642
"148","Hoffman Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.6198794,-104.88017
"149","Evans Town Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.640407,-79.065266
"150","Taylor Park","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.9024127,-87.786276
"151","Kingswood Condominiums","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.1059825,-86.7323935
"152","Stephen R. Mirota Senior Residences","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.6224302,-74.7829592
"153","Theodore Gathings School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.8279609,-73.8999975
"154","Coachman Trails Apartments","Homeowners Community",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44.9929312,-93.5066986
"155","Fordham Green Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.3239287,-83.4668255
"156","Dozier Recreation Center","Public",4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.2966592,-83.3271039
"157","Assabet Valley Regional Technical School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.3699196,-71.5647268
"158","Tinsley Mill","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.4054359,-84.5809186
"159","Lafayette Shores","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36.88513,-76.2671328
"160","Community Park","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.3583054,-74.272449
"161","Stonebridge Crossing","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.2033398,-89.7585154
"162","Avera Place at Briar Creek","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.9211258,-78.7982905
"163","Crestwood Elementary School","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,38.3248329,-85.4676569
"164","Central Park","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.8014938,-73.9112306
"165","Lexington Park Apartments","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.0592283,-83.0760169
"166","La Carretera Park","Public",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8616584,-118.3149326
"167","Westminster High School","Public",8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.7524883,-118.0106413
"168","Indian Springs Village","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.3958968,-111.859113
"169","Val Vista Village","Homeowners Community",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,33.4219857,-111.7495608
"170","Monterey Oaks Mobile Home Park","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.2400234,-121.7684162
"171","Indian Summer Village","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25.7728322,-80.3651297
"172","Paul Laurence Dunbar High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.7196921,-97.2328985
"173","Pinebrook Pointe","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.2672778,-80.2286375
"174","Carrollton Oaks","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.9816501,-96.8781388
"175","Jacaranda Village at Plantation","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.1268231,-80.2662528
"176","Lowery Freshman Center","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.101006,-96.6570818
"177","Gessport Fondren Southwest","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.641099,-95.5302268
"178","Camden Bayside","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.878099,-82.5275588
"179","Thomas E. Weightman Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.2566766,-82.3082399
"180","Boca Tierra Park","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.3893228,-80.1397061
"181","Arbors of Austin","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30.3701723,-97.6991415
"182","James River High School","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37.5540531,-77.648212
"183","Alexandria-Monroe High School","Public",5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.2531463,-85.678317
"184","Haddam-Killingworth High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.4624356,-72.563415
"185","Jackson Memorial High School","Public",6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,40.1056574,-74.343527
"186","Thornwilde","Homeowners Community",2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39.1021909,-84.7371304
"187","Oak Forest High School","Public",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.6160278,-87.752319
"188","The Village Green","Public",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.7835196,-87.767779
"189","Hampton in Highland","Homeowners Community",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,41.539207,-87.474772
"190","Independence Park","Public",4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,41.0413294,-73.9572358
"191","Glenbrooke at Bridgewater","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.5860358,-74.6718299
"192","Ben Hill Strickland Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.8798488,-84.7608733
"193","Heritage Oaks","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.9513612,-84.6356571
"194","Telford Municipal Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.3303192,-75.3316534
"195","Sandymount Park,","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.5200736,-76.9163346
"196","Cowls Street Tennis Courts","Public",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,45.2160267,-123.1961775
"197","Colonial Drive Condominium","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.6028598,-71.1190617
"198","Cumberland High School Wellness Center","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.965976,-71.4443064
"199","Jones Magnet Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.0462719,-76.3085675
"200","Stonewood","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.0515971,-78.9071882
"201","Arbolino Park","Public",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40.9023148,-74.6933091
"202","Bainbridge in the Park","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35.938883,-78.8986373
"203","Bridge Pointe","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40.44244,-74.2461419
"204","Westland High School","Public",8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.9472283,-83.1485224
"205","Schafer Park","Public",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.7184152,-90.3794575
"206","Jefferson College","Public",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38.2623866,-90.5573094
"207","Flintridge","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33.5588305,-117.6393378
"208","Sierra Ranch","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.382191,-111.6220164
"209","Archstone Old Raleigh","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.8366634,-78.7151849
"210","Omni Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.4007688,-80.1466584
"211","Thomas W. Pyle Middle School","Public",6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38.988967,-77.131566
"212","Old Landover Park","Public",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38.9293292,-76.90063
"213","Heron Pointe","Homeowners Community",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.5274726,-80.1339018
"214","Laurels of Sherwood Forest","Homeowners Community",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,26.6330068,-80.1388264
"215","Palencia","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.0867,-82.4999428
"216","The Verandahs","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.2055569,-82.5079358
"217","Woodhill","Homeowners Community",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28.5585256,-81.4845335
"218","Creekside Park","Public",2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30.5195149,-97.7386987
"219","Tyler Park","Public",6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,38.2310843,-85.7164586
"220","Westminster High School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.82215,-105.04187
"221","Shadow Ridge Middle School","Public",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.9211333,-104.92381
"222","Palos Park Recreation Center","Public",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.6667888,-87.838611
"223","Polo Run Apartments","Homeowners Community",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39.6297216,-86.1301303
